Mods count: 209
 
                               jar name                                 | notes |             mod id             |             mod name             |         mod version          |                                                                                                                                                                                                                                        mixin configs                                                                                                                                                                                                                                         |              modrinth hash               | curseforge hash
shetiphiancore-forge-1.20.1-1.5.jar                                     |       | shetiphiancore                 | ShetiPhian-Core                  | 1.20.1-1.5                   | mixins.shetiphiancore.refmap.json, mixins.shetiphiancore.json                                                                                                                                                                                                                                                                                                                                                                                                                                | 14057b5970e04af3dfa07690b3fc85b628f2184d | 1700915937     
simplybackpacks-1.20.1-2.1.5-build.51.jar                               |       | simplybackpacks                | Simply Backpacks                 | 1.20.1-2.1.5-build.51        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 4f87d2c0245bee18e44ee87cb65cc4709dcfcf2d | 3186672912     
simplylight-1.20.1-1.4.6-build.50.jar                                   |       | simplylight                    | Simply Light                     | 1.20.1-1.4.6-build.50        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | cfd851ffd2c3b451a96a19207dc6e084c1dfec73 | 2677835492     
SkyblockBuilder-1.20.1-5.1.32.jar                                       |       | skyblockbuilder                | Skyblock Builder                 | 1.20.1-5.1.32                | skyblockbuilder.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | d024959bd0859524ed0872e7cd9896e89c446969 | 2384214233     
SkyGUIs-1.20.1-3.0.16.jar                                               |       | skyguis                        | Sky GUIs                         | 1.20.1-3.0.16                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | a9151420d70d1270d752b75dd199b3e3985bdb10 | 1695694633     
SolarFluxReborn-1.20.1-20.1.11.jar                                      |       | solarflux                      | Solar Flux Reborn                | 20.1.11                      | mixins.solarflux.json, mixins.solarflux.refmap.json                                                                                                                                                                                                                                                                                                                                                                                                                                          | 695dfec5431b8c5da9f3a4d836d4dfd2b3d6af27 | 2039667588     
spark-1.10.53-forge.jar                                                 |       | spark                          | spark                            | 1.10.53                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 231fb325368c0660954f47bfb03493f5246fa4d1 | 1515254383     
squatgrow-forge-5.3.0+mc1.20.1.jar                                      |       | squatgrow                      | Squat Grow                       | 5.3.0+mc1.20.1               | squatgrow.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | a692be4b155a6149f108e6dcb79e5ad9d49ad722 | 1252250449     
Star-Technology-Core-1.8.0b.jar                                         |       | start_core                     | Star Technology Core             | 1.8.0b                       | start_core.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 64276f1e2f335541dcb6234a2767564dce9cd25d | 369083216      
    /META-INF/jars/guava-mini-0.1.7.jar                                 |       |                                |                                  |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/rtree-0.12.jar                                       |       |                                |                                  |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/rxjava-1.3.8.jar                                     |       |                                |                                  |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
Stargate Journey-1.20.1-0.6.42.jar                                      |       | sgjourney                      | Stargate Journey                 | 0.6.42                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 00c822d90dfe38359fd80b17c9cec0023c0ca160 | 1652404800     
Steam_Rails-1.7.2+forge-mc1.20.1.jar                                    |       | railways                       | Create: Steam 'n' Rails          | 1.7.2+forge-mc1.20.1         | railways.mixins.json, railways-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                            | 15d317afd2459368b19c23f2bdfefdeb87708bdd | 3883819242     
Stellar View-1.20.1-0.5.2-Forge.jar                                     |       | stellarview                    | Stellar View                     | 0.5.2                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 9031d03219fa5ec6805cba418cc1b31d215a0704 | 550849047      
supermartijn642configlib-1.1.8-forge-mc1.20.jar                         |       | supermartijn642configlib       | SuperMartijn642's Config Library | 1.1.8                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | f80f9eed728966adcfbcc848633e789645057281 | 3016368264     
supermartijn642corelib-1.1.21-forge-mc1.20.1.jar                        |       | supermartijn642corelib         | SuperMartijn642's Core Lib       | 1.1.21                       | supermartijn642corelib.mixins.refmap.json, supermartijn642corelib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                | 8a403876730a7186165e109f7f5292d31c6c3f4c | 3583911177     
systeams-1.20.1-1.9.2.jar                                               |       | systeams                       | Thermal Systeams                 | 1.9.2                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 195122386d911c82c37346dbb7be3cb2b0d11d13 | 1690137494     
thermal_cultivation-1.20.1-11.0.1.24.jar                                |       | thermal_cultivation            | Thermal Cultivation              | 11.0.1                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 1973b5142aedca44aefa66d2406643e7d00205c7 | 404709720      
thermal_expansion-1.20.1-11.0.1.29.jar                                  |       | thermal_expansion              | Thermal Expansion                | 11.0.1                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | c79fe5b922653d109cdcee45f4bca24c86daf6c0 | 3774115469     
thermal_foundation-1.20.1-11.0.6.70.jar                                 |       | thermal_foundation             | Thermal Foundation               | 11.0.6                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 7c1fbd79c9bda7478560faa886eaadf0dd8d181f | 2161569538     
    /META-INF/jarjar/thermal_core-1.20.1-11.0.6.24.jar                  |       | thermal                        | Thermal Series                   | 11.0.6                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
ThermalExtra-3.3.1-1.20.1.jar                                           |       | thermal_extra                  | Thermal Extra                    | 3.3.1-1.20.1                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 53a6271a645882009d2e52ef2803cdf3296b19dc | 1575073451     
time-in-a-bottle-4.0.4-mc1.20.1.jar                                     |       | tiab                           | Time In A Bottle                 | 4.0.4-mc1.20.1               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 25a1aef5ed1984104835bcfb5d03027d32ce856b | 1703249646     
titanium-1.20.1-3.8.34.jar                                              |       | titanium                       | Titanium                         | 3.8.34                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 06a073e2f7005eedcfb8ccb011f21f89db9e8e8c | 450343199      
toms_storage-1.20-1.7.1.jar                                             |       | toms_storage                   | Tom's Simple Storage Mod         | 1.7.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 8b70aed9e35ad78fdc2f9fcb94a29dc64ba8d757 | 793745760      
trashcans-1.0.18b-forge-mc1.20.jar                                      |       | trashcans                      | Trash Cans                       | 1.0.18b                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 4bc991b861a981921d06b731368239ce6ea571d3 | 257456827      
TravelAnchors-1.20.1-5.0.1.jar                                          |       | travelanchors                  | Travel Anchors                   | 1.20.1-5.0.1                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 255b95facb3f2c4d2f886634b3d8746b00b580dd | 2265662569     
UniLib-1.2.1+1.20.1-forge.jar                                           |       | unilib                         | UniLib                           | 1.2.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | bf4bd0346650ad95dcd13867793da99a639f31fa | 1423017580     
vintage-1.20.1-1.5.9.jar                                                |       | vintage                        | Create: Vintage                  | 1.20.1-1.5.9                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | a79ba5c13ce307fd4763ac46b5edb2b890ad73d1 | 192640600      
woodenbucket-1.20.1-2.1.2.0.jar                                         |       | woodenbucket                   | Wooden Bucket                    | 1.20.1-2.1.2.0               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 7bdc37639e79f33760402d8f7cf2f1b470a74d70 | 1243662789     
wso16-forge-1.1.jar                                                     |       | wso16                          | Why stacks of 16?                | 1.1                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | dbcf86da7c73f00167df0719d3b7a099e3d5e883 | 247710142      
xtonesreworked-1.0.4-F_1.20.1-47.2.0.jar                                |       | xtonesreworked                 | XTones Reworked                  | 1.0.4                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | adac636516fe155d7e8b2f8ba686bc2541724e3f | 2736897412     
XyCraft Core-0.6.22.jar                                                 |       | xycraft_core                   | XyCraft: Core                    | 0.6.22                       | xycraft_core.mixin.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | a20e038d90386b5cc92eee503de25e908718fc1c | 944192366      
XyCraft World-0.6.22.jar                                                |       | xycraft_world                  | XyCraft: World                   | 0.6.22                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 4de402cf6d5cfa651424a9380937d4f477752f48 | 3747365694     
YeetusExperimentus-Forge-2.3.1-build.6+mc1.20.1.jar                     |       | yeetusexperimentus             | Yeetus Experimentus              | 2.3.1-build.6+mc1.20.1       | yeetusexperimentus.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 6efdaf5d213f779e51aa84631a5f06a306351e75 | 1963019301     
zume-1.2.2.jar                                                          |       | zume                           | Zume                             | 1.2.2                        | zume.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | cbd353ee0e2a35d122a758b9cbb26b2f54145f3f | 520005726      
